StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,intro1_First Click,intro1_Last Click,intro1_Page Submit,intro1_Click Count,intro3_First Click,intro3_Last Click,intro3_Page Submit,intro3_Click Count,acc2_First Click,acc2_Last Click,acc2_Page Submit,acc2_Click Count,control_t_First Click,control_t_Last Click,control_t_Page Submit,control_t_Click Count,con_ret_t1_First Click,con_ret_t1_Last Click,con_ret_t1_Page Submit,con_ret_t1_Click Count,con_ret_1,Q404,Q407,Q408,Q409,Q410,Q411,Q412,post_t1_First Click,post_t1_Last Click,post_t1_Page Submit,post_t1_Click Count,post1_1,post1_2,post1_3,post1_4,post2_1,post2_2,post2_3,post2_4,post_t2_First Click,post_t2_Last Click,post_t2_Page Submit,post_t2_Click Count,post3_1,post3_2,post3_3,post3_4,post_t3_First Click,post_t3_Last Click,post_t3_Page Submit,post_t3_Click Count,co2_t_First Click,co2_t_Last Click,co2_t_Page Submit,co2_t_Click Count,co2_ret_t1_First Click,co2_ret_t1_Last Click,co2_ret_t1_Page Submit,co2_ret_t1_Click Count,co2_ret_1,co2_ret_2,co2_ret_3,co2_ret_4,Q400,Q401,Q402,Q414,graphic_t_First Click,graphic_t_Last Click,graphic_t_Page Submit,graphic_t_Click Count,dem_t1_First Click,dem_t1_Last Click,dem_t1_Page Submit,dem_t1_Click Count,dem_t2_First Click,dem_t2_Last Click,dem_t2_Page Submit,dem_t2_Click Count,dem_2,dem_2_3_TEXT,dem_2b,dem_t3_First Click,dem_t3_Last Click,dem_t3_Page Submit,dem_t3_Click Count,dem_3,dem_3b,dem_3c,dem_t4_First Click,dem_t4_Last Click,dem_t4_Page Submit,dem_t4_Click Count,dem_4,dem_4_6_TEXT,dem_4b,dem_4c_1,dem_4d_1,dem_t5_First Click,dem_t5_Last Click,dem_t5_Page Submit,dem_t5_Click Count,dem_5,dem_5_11_TEXT,dem_t6_First Click,dem_t6_Last Click,dem_t6_Page Submit,dem_t6_Click Count,dem_6,dem_t7_First Click,dem_t7_Last Click,dem_t7_Page Submit,dem_t7_Click Count,dem_7,dem_7_7_TEXT,dem_t8_First Click,dem_t8_Last Click,dem_t8_Page Submit,dem_t8_Click Count,dem_8,dem_8b,dem_t9_First Click,dem_t9_Last Click,dem_t9_Page Submit,dem_t9_Click Count,dem_9,dem_9c,fin_t_First Click,fin_t_Last Click,fin_t_Page Submit,fin_t_Click Count,SC0,mTurkCode,workerID,Condition
2021-04-03 14:21:48,2021-04-03 14:26:07,0,100,259,1,2021-04-03 14:26:07,R_WodXMEicWEcuVC9,anonymous,EN,1,0,0,6.171,0,0,0,3.98,0,0,0,3.247,0,,,,,,,,,,,,,,,,,4.153,10.535,13.988,4,6,2,6,6,6,5,2,6,3.553,15.186,16.287,5,4,2,2,2,17.344,25.297,26.256,4,0,0,53.551,0,1.855,43.96,45.235,10,220,3,1,4,220,5,4,2,,,,,0,0,2.852,0,1.806,4.058,5.602,2,2,,8,1.331,4.049,5.897,3,1,1,60,2.168,11.332,11.987,5,7,,2,3,6,1.617,1.617,6.081,1,1,,2.49,2.49,5.238,1,8,1.356,1.356,3.219,1,1,,1.212,5.087,6.838,2,1,4,1.315,1.315,21.85,1,no,global warming is happening and it can't be stopped and i love it,0,0,5.824,0,4,63343652,,2
2021-04-03 14:15:41,2021-04-03 14:31:24,0,100,943,1,2021-04-03 14:31:25,R_1kT60k9WimghnlS,anonymous,EN,1,22.447,22.447,23.777,1,0,0,3.609,0,6.053,42.462,43.784,3,,,,,,,,,,,,,,,,,44.292,46.596,47.389,5,4,5,4,5,4,5,3,6,3.546,5.475,6.828,4,3,4,2,3,1.247,5.134,5.973,5,,,,,1.537,33.057,34.022,12,5,1,3,4,7,4,4,3,0,0,55.396,0,1.555,1.555,2.957,1,0.916,2.844,5.181,2,1,,4,0.987,2.788,5.819,3,1,1,40,1.576,7.64,8.513,4,1,,2,3,3,1.108,51.58,52.142,2,1,,7.343,7.343,9.525,1,8,1.087,1.087,4.287,1,1,,589.166,604.815,607.466,4,7,1,6.704,10.17,14.812,3,no,,6.139,6.139,6.379,1,1,79136654,,3
2021-04-03 14:29:50,2021-04-03 14:37:37,0,100,467,1,2021-04-03 14:37:38,R_1gCpN7O1Lo4NYR1,anonymous,EN,1,0,0,13.512,0,0,0,4.683,0,0,0,14.517,0,,,,,,,,,,,,,,,,,0,0,30.161,0,3,5,5,5,3,5,6,6,0,0,26.269,0,3,3,2,2,5.53,22.074,23.021,4,24.894,98.037,103.178,3,3.368,139.982,140.91,10,410,3,1,4,500,3,2,2,,,,,0,0,5.359,0,2.112,8.272,9.163,3,2,,8,1.752,2.92,6.917,2,1,1,57,0,0,16.44,0,4,,2,3,7,0,0,7.637,0,6,,0,0,5.137,0,7,0,0,8.853,0,1,,0,0,10.318,0,2,4,0,0,15.317,0,no,seems fine,0,0,10.058,0,8,84627216,,2
2021-04-03 15:55:05,2021-04-03 16:00:40,0,100,334,1,2021-04-03 16:00:40,R_3ND02ArE3CCEoUz,anonymous,EN,1,0,0,14.278,0,0,0,6.035,0,0,0,12.238,0,91.719,91.719,92.267,1,2.416,73.279,74.254,11,1000,2,2,3,5,3,10,3,6.34,17.076,17.808,4,6,4,5,2,3,5,4,6,7.048,20.984,21.396,6,2,2,2,2,2.992,12.872,15.929,4,,,,,,,,,,,,,,,,,,,,,0,0,3.297,0,1.371,5.147,5.494,3,2,,4,1.227,3.659,6.054,3,1,1,37,2.772,11.876,13.488,4,1,,4,3,3,5.763,5.763,7.654,1,5,,2.2,2.2,3.675,1,9,1.324,1.324,3.359,1,1,,2.902,6.558,8.169,2,12,4,5.169,8.009,12.588,2,no,thank you,0,0,7.709,0,5,93822162,,1
2021-04-03 17:27:28,2021-04-03 17:42:32,0,100,903,1,2021-04-03 17:42:32,R_2dSHB3vRtjaBtAe,anonymous,EN,1,0,0,264.148,0,0,0,7.589,0,0,0,21.848,0,,,,,,,,,,,,,,,,,18.813,32.253,33.143,4,3,6,6,6,6,5,2,2,23.076,35.141,38.028,4,6,6,2,5,203.918,221.262,222.381,4,,,,,17.17,99.864,104.497,9,410,3,1,4,500,3,2,2,1.936,11.463,95.423,2,4.82,4.82,5.755,1,1.364,4.036,5.859,2,1,,6,1.979,7.644,13.091,4,1,2,48,1.1,23.428,26.877,7,3,,2,3,5,2.097,2.097,6.289,1,4,,2.5,2.5,3.81,1,8,1.118,1.118,3.733,1,1,,3.3,9.022,10.055,2,4,3,11.323,11.323,19.275,1,no,,12.021,12.021,12.716,1,8,99694732,,3
2021-04-03 18:31:45,2021-04-03 18:41:12,0,100,566,1,2021-04-03 18:41:13,R_2wbQrv2S8ZfKJfd,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,2.699,11.953,13.06,3,0,0,72.511,0,0,0,4.932,0,32.938,191.899,193.218,5,1.105,76.774,82.969,14,45.3 billion,2,3,2,1,5,20,3,12.381,36.403,39.741,5,2,6,6,7,6,5,2,3,3.697,28.257,30.216,5,6,6,2,2,1.36,25.186,30.206,6,,,,,,,,,,,,,,,,,,,,,0,0,3.245,0,0.863,5.774,6.541,4,2,,6,1.39,4.567,7.77,4,1,1,47,1.335,11.612,12.739,7,1,,2,5,1,3.545,5.529,6.492,3,6,,1.401,2.185,2.956,2,8,1.525,2.382,3.119,2,1,,1.589,12.493,21.236,5,6,2,1.659,8.801,17.529,2,No,Great survey,2.698,3.706,9.404,2,4,89103360,,1
2021-04-06 08:34:12,2021-04-06 08:39:48,0,100,335,1,2021-04-06 08:39:49,R_T6r1PGEnOPrzlRf,anonymous,EN,1,0,0,9.122,0,6.261,6.261,6.667,1,0,0,10.725,0,,,,,,,,,,,,,,,,,5.378,16.017,21.95,4,4,5,6,5,5,5,2,4,3.359,12.269,13.587,4,4,5,2,3,3.45,22.21,23.974,4,,,,,1.972,87.337,88.395,11,400,3,1,4,500,3,2,2,0,0,48.753,0,0,0,4.232,0,1.063,4.011,5.908,3,2,,6,1.24,3.346,6.303,3,1,1,47,1.74,13.362,14.22,6,3,,2,3,5,1.574,2.098,6.787,2,2,,2.762,2.762,4.056,1,5,1.093,1.093,3.995,1,1,,2.785,5.967,6.943,2,1,1,1.594,7.89,44.822,2,No,Not a fan of math ACs in the middle of a survey.,0,0,7.523,0,8,19612388,,3
2021-04-06 08:34:48,2021-04-06 08:41:24,0,100,396,1,2021-04-06 08:41:25,R_3oYJgzvwoSHmMYT,anonymous,EN,1,0,0,6.416,0,0,0,3.525,0,0,0,10.998,0,,,,,,,,,,,,,,,,,14.384,35.648,36.216,5,1,7,7,4,5,5,4,2,5.098,28.954,29.714,4,4,7,2,5,4.377,21.217,21.975,5,0,0,104.138,0,4.016,77.847,78.665,11,5000,5,1,2,5000,5,5,2,,,,,0,0,3.46,0,1.047,5.295,5.559,3,1,,3,1.794,4.442,7.554,3,1,1,31,3.175,27.966,30.071,4,3,,4,6,3,5.879,5.879,7.133,1,1,,3.787,3.787,4.731,1,5,1.354,2.145,3.128,2,"1,5",,6.602,10.33,11.256,2,9,1,12.153,12.153,17.216,1,no,,0,0,7.411,0,2.3,63207195,,2
2021-04-06 08:35:20,2021-04-06 08:41:58,0,100,397,1,2021-04-06 08:41:59,R_YSItN9UKlZpB4yt,anonymous,EN,1,0,0,6.409,0,5.634,5.634,6.694,1,11.449,11.449,11.878,1,,,,,,,,,,,,,,,,,10.635,21.499,22.505,4,1,6,7,7,7,5,1,1,3.055,15.104,15.997,4,7,7,2,6,5.442,18.169,18.894,4,0,0,132.057,0,2.075,89.563,90.762,11,400,3,1,4,500,3,2,2,,,,,0,0,3.424,0,2.07,4.422,6.477,2,2,,7,1.201,4.075,7.121,3,1,1,54,2.49,14.019,15.12,4,1,,2,2,2,3.183,3.183,5.933,1,5,,2.033,2.033,3.014,1,8,1.284,1.284,2.801,1,1,,3.449,6.121,7.07,2,11,1,2.307,22.307,25.967,2,I might have. Some of it seemed familiar.,None.,0,0,8.616,0,8,45504070,,2
2021-04-06 08:38:08,2021-04-06 08:42:03,0,100,234,1,2021-04-06 08:42:03,R_31T9hHRbSZ2cDFK,anonymous,EN,1,0,0,6.655,0,0,0,4.03,0,0,0,11.026,0,,,,,,,,,,,,,,,,,2.5,11.87,12.76,6,3,3,3,3,7,5,3,2,2.738,11.93,12.601,5,5,6,2,5,2.345,8.494,9.214,4,,,,,1.644,63.825,64.624,8,410,3,1,4,500,4,4,2,2.932,42.76,45.188,2,0,0,3.184,0,1.103,2.276,4.221,2,2,,2,1.742,5.749,6.222,5,1,1,29,1.281,6.148,6.846,4,1,,2,3,3,1.213,1.213,6.667,1,2,,2.759,2.759,4.146,1,8,2.141,2.141,3.47,1,5,,1.985,4.625,5.641,2,10,2,3.174,3.174,5.811,1,no,,0,0,5.739,0,6,82785116,,3
2021-04-06 08:35:32,2021-04-06 08:42:25,0,100,413,1,2021-04-06 08:42:26,R_zbUZX0On0xKsa7T,anonymous,EN,1,0,0,7.522,0,0,0,4.873,0,0,0,14.672,0,1.005,137.973,139.238,11,5.044,82.043,90.063,10,5,3,2,5,1,3,20,3,13.785,24.529,26.895,4,1,6,6,6,6,5,1,1,2.77,20.233,20.871,8,6,6,2,5,4.51,22.406,23.22,5,,,,,,,,,,,,,,,,,,,,,0,0,4.088,0,1.54,2.74,4.105,2,2,,4,2.499,6.851,16.074,3,1,1,36,1.018,9.282,11.497,5,1,,2,2,4,1.198,1.198,6.116,1,1,,1.849,1.849,2.855,1,5,0.885,0.885,2.722,1,1,,1.309,8.397,9.692,3,5,4,4.832,4.832,13.421,1,i haven't,,0,0,7.319,0,5,68342665,,1
2021-04-06 08:37:47,2021-04-06 08:45:39,0,100,472,1,2021-04-06 08:45:40,R_3gUgWUWfitymByU,anonymous,EN,1,0,0,37.555,0,0,0,5.315,0,0,0,19.957,0,,,,,,,,,,,,,,,,,9.473,19.145,21.816,4,1,7,7,7,7,5,1,1,5.176,14.624,17.71,5,7,7,2,7,3.034,14.715,16.497,5,,,,,2.087,130.182,152.536,12,410,3,1,4,500,1,4,1,47.829,47.829,105.742,1,0,0,3.443,0,1.209,4.586,6.04,2,1,,8,1.298,3.162,8.367,3,1,1,56,2.117,13.278,14.189,5,3,,2,1,2,1.474,1.474,9.937,1,2,,1.95,1.95,3.597,1,7,0.988,0.988,3.539,1,1,,1.49,7.587,9.962,2,2,1,4.087,4.087,21.543,1,No,"We all need to work at this global issue.  ",0,0,6.566,0,5,86018603,,3
2021-04-06 08:45:00,2021-04-06 08:52:01,0,100,421,1,2021-04-06 08:52:02,R_2TYTE2op9Iob3IU,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,9.861,0,0,0,5.461,0,0,0,3.05,0,,,,,,,,,,,,,,,,,63.144,72.517,73.367,6,1,7,7,7,7,5,1,1,2.214,5.03,6.622,4,6,7,2,5,3.431,18.571,22.452,6,0,0,55.172,0,1.309,73.018,75.368,10,410,3,1,4,500,1,2,2,,,,,21.477,21.477,21.819,1,1.059,1.921,3.623,3,2,,3,3.447,4.612,7.187,4,1,1,34,0.849,4.421,6.936,5,1,,2,1,1,0.913,0.913,6.137,1,1,,1.639,1.639,3.393,1,8,93.34,93.34,94.272,1,1,,0.909,4.521,5.386,4,9,3,0.786,0.786,6.457,1,no,n/a,0,0,6.243,0,7,32783418,,2
2021-04-06 08:52:00,2021-04-06 09:00:04,0,100,483,1,2021-04-06 09:00:04,R_qPnNrYEyOryruLL,anonymous,EN,1,0,0,6.243,0,0,0,5.101,0,0,0,3.316,0,,,,,,,,,,,,,,,,,5.346,20.233,20.981,5,1,5,6,7,7,5,1,2,6.71,15.294,17.186,4,6,6,2,6,6.125,78.523,79.782,4,0,0,172.258,0,3.338,75.088,76.192,10,400,3,1,4,500,3,2,2,,,,,0,0,3.497,0,1.956,3.732,16.455,2,2,,4,1.329,9.665,11.403,4,1,1,38,1.751,12.806,16.442,4,3,,2,2,2,1.4,1.4,6.649,1,1,,2.814,2.814,4.088,1,6,0.969,0.969,4.419,1,1,,2.221,9.165,10.214,3,3,3,5.701,7.726,8.431,2,no,,0,0,8.086,0,8,85293399,,2
2021-04-06 08:57:12,2021-04-06 09:02:27,0,100,314,1,2021-04-06 09:02:27,R_333Z9JE4NpfQ6LE,anonymous,EN,1,0,0,7.634,0,0,0,4.703,0,0,0,11.982,0,,,,,,,,,,,,,,,,,5.865,12.429,13.462,4,1,6,7,6,6,5,1,1,3.45,15.831,16.958,6,6,6,2,6,3.233,14.981,16.572,4,,,,,3.082,87.577,90.18,9,410,3,1,4,500,4,4,2,1.235,5.443,65.848,2,0,0,3.334,0,1.058,3.565,5.442,2,1,,8,1.113,3.283,5.776,3,1,1,57,1.697,10.413,12.176,5,3,,2,3,4,2.23,2.23,6.08,1,2,,2.459,2.459,3.419,1,9,1.073,1.073,3.059,1,1,,1.436,4.993,7.003,2,3,1,1.06,1.06,9.317,1,no,,0,0,10.713,0,6,87636993,,3
2021-04-06 09:07:48,2021-04-06 09:14:35,0,100,407,1,2021-04-06 09:14:36,R_xz3YvM7oJJ6e0Vj,anonymous,EN,1,0,0,10.704,0,0,0,5.314,0,0,0,11.289,0,,,,,,,,,,,,,,,,,12.395,21.874,23.792,4,2,6,7,7,7,5,1,2,2.511,13.463,17.889,4,6,5,2,4,7.186,19.629,25.409,6,71.022,71.904,89.131,2,2.744,86.644,87.433,12,410,3,1,4,500,3,2,2,,,,,0,0,3.85,0,1.152,2.002,4.814,2,1,,2,1.415,4.678,9.056,3,1,1,30,1.424,10.355,11.96,4,1,,2,2,3,2.139,2.139,6.31,1,5,,2.618,2.618,4.283,1,8,1.518,1.518,3.552,1,3,,2.63,7.456,9.592,2,4,3,5.789,61.841,64.06,4,No I have not taken a similar survey to this one.,"No issues with the study, although remembering the exact numbers from the article to answer questions is a bit difficult.",0,0,6.946,0,8,39970912,,2
2021-04-06 09:17:41,2021-04-06 09:23:20,0,100,339,1,2021-04-06 09:23:21,R_2whHIqB2PgIVVFs,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,7.9,0,0,0,14.2,0,0,0,2.3,0,,,,,,,,,,,,,,,,,2.9,10.8,12.2,5,4,5,7,7,6,5,2,2,5.8,15.1,15.6,5,6,6,2,5,0.9,13.9,14.5,6,,,,,70.5,134.9,137.4,9,410,3,1,4,500,5,5,2,18.6,18.6,49,1,1,1,3.1,1,0.7,2.3,4.5,4,2,,3,1,4.3,4.7,4,1,1,32,1.7,9.1,9.7,5,3,,2,1,7,1.4,1.4,6.2,1,1,,1.8,1.8,4,1,5,6.1,6.1,13.7,1,1,,1.4,6.2,6.8,6,6,4,0.8,6.2,6.6,3,no,,0,0,9.3,0,6,63703219,,3
2021-04-06 09:17:46,2021-04-06 09:27:43,0,100,597,1,2021-04-06 09:27:44,R_RrZtpkFFClJ319D,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,7.031,0,0,0,3.913,0,0,0,4.462,0,39.204,39.204,88,1,62.282,345.835,346.711,12,43500,3,1,3,1,3,80,3,11.324,20.458,25.703,6,1,5,5,7,7,5,1,4,8.68,18.794,19.472,5,6,5,2,1,13.758,27.347,29.04,5,,,,,,,,,,,,,,,,,,,,,0,0,3.75,0,2.242,4.81,5.173,3,2,,5,1.001,3.069,8.746,4,1,1,42,1.343,6.341,7.643,4,1,,2,1,1,1.05,1.05,9.673,1,1,,1.585,1.585,3.273,1,8,1,1,3.05,1,1,,1.346,4.782,7.077,2,9,1,1.465,6.106,10.149,2,no,,6.577,6.577,6.931,1,4,89379341,,1
2021-04-06 09:25:27,2021-04-06 09:35:30,0,100,603,1,2021-04-06 09:35:31,R_3iUymLAyTjAOIgv,anonymous,EN,1,0,0,6.127,0,0,0,4.343,0,0,0,27.05,0,,,,,,,,,,,,,,,,,33.001,48.789,50.153,4,4,5,6,5,4,5,4,4,10.6,22.608,24.853,4,5,4,2,3,18.098,33.045,33.935,4,0,0,173.551,0,3.582,58.421,59.406,8,500,3,1,4,1000,3,2,2,,,,,0,0,3.646,0,1.747,5.276,142.102,2,1,,10,1.641,3.945,7.578,3,1,1,68,2.263,10.159,11.245,4,2,,2,6,6,2.561,2.561,6.542,1,5,,2.411,2.411,4.673,1,8,1.702,1.702,3.535,1,1,,8.75,17.286,19.106,2,6,1,3.487,3.487,11.749,1,no,,0,0,6.079,0,6,90782143,,2
2021-04-06 09:28:18,2021-04-06 09:36:26,0,100,487,1,2021-04-06 09:36:26,R_2sR3nG3CgiBo9uV,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,6.547,0,0,0,68.288,0,0,0,25.862,0,,,,,,,,,,,,,,,,,7.74,19.148,25.466,4,1,7,7,7,7,5,1,1,5.215,13.169,18.509,4,7,7,2,7,54.436,68.851,69.896,4,,,,,6.49,98.833,100.415,11,don't recall,3,1,4,don't recall,4,2,2,0,0,71.815,0,0,0,10.349,0,1.94,5.62,7.655,2,2,,5,1.75,13.819,18.426,5,1,1,48,1.968,11.431,12.405,4,1,,2,1,1,2.8,2.8,6.002,1,10,,3.161,3.161,4.061,1,8,2.264,2.264,4.011,1,3,,3.02,11.084,13.056,2,3,3,2.157,2.157,8.107,1,no,,0,0,6.044,0,5,50427256,,3
2021-04-06 09:22:18,2021-04-06 09:37:53,0,100,935,1,2021-04-06 09:37:54,R_241vv6bKydx1lzG,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,13.798,0,0,0,6.973,0,0,0,14.63,0,,,,,,,,,,,,,,,,,13.586,25.781,28.094,4,2,6,6,6,6,5,2,2,5.024,20.565,23.091,5,6,6,2,6,5.583,18.494,34.567,4,0,0,115.549,0,38.916,552.703,565.462,15,410,3,1,4,410,3,2,2,,,,,0,0,4.485,0,1.294,4.453,8.729,2,2,,7,1.877,5.024,14.157,3,1,1,55,2.551,18.351,20.348,4,1,,2,2,2,2.892,2.892,6.712,1,4,,1.882,1.882,3.35,1,9,1.726,1.726,3.142,1,1,,3.477,8.836,10.617,2,7,3,14.47,14.47,44.7,1,I haven't taken a similar survey in the last 3 months.,,0,0,9.231,0,7,20275292,,2
2021-04-06 09:36:00,2021-04-06 09:40:41,0,100,280,1,2021-04-06 09:40:41,R_3HiiacuuQReEy0m,anonymous,EN,1,0,0,14.381,0,0,0,5.663,0,0,0,14.166,0,,,,,,,,,,,,,,,,,13.778,21.102,21.703,4,4,4,6,2,2,5,6,6,5.745,15.261,16.047,4,2,2,2,2,5.183,14.663,16.041,4,,,,,3.005,52.499,53.667,9,500,3,4,4,500,3,2,3,0,0,56.055,0,0,0,6.693,0,0.954,3.228,5.586,2,1,,5,0.913,3.315,5.885,3,1,1,42,1.494,8.671,9.458,4,3,,2,4,4,1.733,1.733,6.062,1,2,,3.32,3.32,4.728,1,7,1.63,1.63,3.199,1,1,,1.738,5.54,6.376,2,6,1,0.979,7.017,12.169,2,no,thank you,0,0,6.574,0,5,91714568,,3
2021-04-06 08:58:04,2021-04-06 09:41:45,0,100,2621,1,2021-04-06 09:41:46,R_3lKp1UdCbe5IcR3,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,1.14,1.14,3.585,1,0,0,3.272,0,1.199,945.759,945.947,2,0,0,4.037,0,20.739,139.806,145.112,17,43500,2,2,3,1,3,20,3,14.226,28.891,29.157,4,7,1,4,4,1,5,7,7,0,0,10.202,0,1,1,2,1,0.524,8.861,12.389,3,,,,,,,,,,,,,,,,,,,,,0.756,0.756,2.085,1,0.581,1.363,3.017,2,2,,1,0.638,2.462,6.21,5,1,1,24,0.957,5.313,6.355,7,2,,2,7,7,1.558,1.558,3.342,1,4,,1.212,1.212,2.414,1,8,0.676,0.676,2.196,1,1,,2.569,3.564,6.877,2,6,1,0.674,6.432,6.668,2,no,,0,0,3.724,0,7,94119080,,1
2021-04-06 09:41:08,2021-04-06 09:50:10,0,100,542,1,2021-04-06 09:50:11,R_d6BwqaVRXLyuyul,anonymous,EN,1,0,0,7.998,0,0,0,5.723,0,0,0,13.794,0,,,,,,,,,,,,,,,,,9.329,25.96,26.964,7,1,7,7,7,7,5,1,1,2.899,16.957,20.698,4,7,7,2,7,10.815,23.297,24.205,4,,,,,2.813,225.884,227.918,11,410,3,1,4,500,3,2,2,1.645,98.696,107.973,2,1.476,1.476,7.691,1,1.173,5.587,7.18,2,1,,10,1.605,6.073,10.097,3,1,1,66,1.682,14.458,16.471,4,1,,2,1,1,1.555,1.555,7.722,1,1,,2.68,2.68,9.238,1,4,1.804,1.804,5.444,1,1,,1.402,5.316,7.159,2,2,1,1.569,7.202,11.649,2,none,none,0,0,6.78,0,8,70817396,,3
2021-04-06 09:44:42,2021-04-06 09:52:54,0,100,492,1,2021-04-06 09:52:54,R_1KlLqnq0giEaVuQ,anonymous,EN,1,0,0,6.223,0,0,0,4.99,0,1.448,4.55,6.171,5,,,,,,,,,,,,,,,,,15.43,23.724,24.475,4,1,7,7,7,7,5,1,1,140.667,147.388,148.135,4,6,7,2,5,5.291,16.144,16.827,4,3.73,139.117,146.56,24,1.2,59.74,60.438,12,180,3,1,1,500,5,5,2,,,,,0,0,3.093,0,0.887,2.254,3.88,2,2,,5,1.467,3.227,6.378,3,1,1,43,3.505,13.079,14.028,4,3,,2,1,1,1.476,1.476,6.005,1,2,,2.041,2.041,3.799,1,5,1.012,1.012,2.902,1,1,,1.886,5.623,7.031,2,4,4,0.917,0.917,11.845,1,No.,Everything went smoothly.,0,0,6.566,0,4.3,67017534,,2
2021-04-06 09:58:12,2021-04-06 10:05:34,0,100,441,1,2021-04-06 10:05:34,R_cuvJLU8XCBmeMmd,anonymous,EN,1,3.201,3.573,7.094,2,0,0,3.174,0,1.645,5.609,6.206,2,,,,,,,,,,,,,,,,,1.032,6.632,44.45,10,1,7,7,7,7,5,1,1,1.623,5.954,6.564,7,7,7,2,6,1.267,7.532,8.083,9,42.223,50.343,56.87,2,1.096,32.286,32.86,45,410,4,1,1,500,3,4,2,,,,,0,0,60.759,0,1.168,3.456,3.989,6,2,,3,0.855,2.507,3.943,5,1,1,35,1.327,7.178,7.709,11,1,,2,2,3,1.103,2.889,41.065,5,8,,1.161,1.7,17.64,2,9,1.048,1.638,3.807,2,1,,1.516,4.772,5.548,5,12,1,1.158,6.308,6.747,2,I don't believe so.,It was interesting!,2.399,2.399,112.953,1,5.3,81626087,,2
2021-04-06 09:59:39,2021-04-06 10:06:42,0,100,422,1,2021-04-06 10:06:43,R_2YA4BSFzytIivAR,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,38.029,0,0,0,4.172,0,0.218,0.218,15.159,1,,,,,,,,,,,,,,,,,5.777,12.988,19.528,4,1,5,7,5,6,5,1,1,4.101,11.227,12.978,4,7,7,2,7,6.116,12.899,15.244,4,,,,,6.454,54.237,63.709,12,410,3,1,4,500,3,2,2,1.703,20.615,39.989,2,0,0,4.654,0,9.457,11.111,13.455,3,2,,5,8.549,10.6,13.76,3,1,1,45,4.537,65.115,67.495,6,3,,2,2,5,1.415,12.188,12.517,2,1,,3.25,3.25,4.539,1,7,0.943,12.302,12.6,3,1,,12.636,15.347,16.859,3,4,4,34.814,34.814,37.704,1,no,,0,0,11.752,0,8,10614476,,3
2021-04-06 09:35:16,2021-04-06 10:08:09,0,100,1972,1,2021-04-06 10:08:10,R_1NFELkc7VOw4gt9,anonymous,EN,1,0,0,628.013,0,0,0,3.831,0,0,0,12.493,0,0,0,122.24,0,2.042,76.765,78.32,8,"43,500",2,2,3,1,3,80,3,4.437,14.341,15.817,4,2,6,6,7,7,5,1,3,14.032,22.438,24.516,4,6,7,2,3,5.103,19.537,20.455,5,,,,,,,,,,,,,,,,,,,,,0,0,7.362,0,1.424,3.602,5.996,2,1,,6,1.873,4.44,7.453,3,1,1,49,1.766,11.587,12.333,7,1,,2,2,3,2.677,2.677,7.328,1,4,,2.596,2.596,7.145,1,9,1.289,1.289,2.922,1,1,,2.419,5.855,7.017,2,9,4,1.352,1.352,18.638,1,I don't think that I have taken a similar survey.,,0,0,6.331,0,6,81047599,,1
2021-04-06 10:05:49,2021-04-06 10:10:02,0,100,252,1,2021-04-06 10:10:02,R_3CIS1pZH9sQUTXb,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,6.464,0,0,0,4.811,0,0,0,10.524,0,,,,,,,,,,,,,,,,,7.807,13.792,14.413,4,3,7,7,7,7,5,1,2,6.418,14.106,14.872,4,7,7,2,6,5.869,12.925,13.47,5,0,0,68.474,0,5.334,42.657,43.318,9,1000,3,1,4,1000,1,4,2,,,,,0,0,3.161,0,0.817,2.2,3.802,2,1,,4,0.984,3.255,6.063,3,1,1,40,1.925,13.555,17.414,5,3,,4,6,3,2.298,2.298,5.898,1,5,,2.028,2.028,3.274,1,8,1.369,1.369,3.001,1,3,,0.991,4.845,6.107,2,2,1,1.166,1.166,4.844,1,no,,0,0,6.152,0,4,33147299,,2
2021-04-06 09:53:52,2021-04-06 10:10:39,0,100,1006,1,2021-04-06 10:10:40,R_uagoy83bB5kCMet,anonymous,EN,1,0,0,10.485,0,0,0,5.412,0,0,0,14.728,0,,,,,,,,,,,,,,,,,6.573,24.588,25.44,5,1,6,7,7,7,5,1,1,14.066,16.892,18.686,4,6,7,2,6,6.593,49.1,50.331,5,,,,,3.064,187.136,188.349,9,410,3,1,4,500,3,2,2,6.396,592.432,592.816,4,0,0,3.129,0,0.948,4.691,6.095,4,1,,4,1.255,4.299,7.848,4,1,1,40,4.197,24.21,27.702,9,1,,2,2,3,3.435,5.219,5.711,4,10,,5.199,5.901,7.008,2,9,0.946,1.69,2.834,2,1,,1.232,10.016,11.368,5,9,1,1.848,10.351,11.353,3,no,NA,0,0,7.174,0,8,33776246,,3
